source_id,question,notes,answered,answered_pct,abstained,empty,missing_key
chouliaraki-2024-91e7fc84f05c,move,127,123,96.9,4,0,0
chouliaraki-2024-91e7fc84f05c,names,127,127,100.0,0,0,0
chouliaraki-2024-91e7fc84f05c,position,127,77,60.6,50,0,0
chouliaraki-2024-91e7fc84f05c,position_of,127,78,61.4,49,0,0
chouliaraki-2024-91e7fc84f05c,ranges_over,127,97,76.4,30,0,0
chouliaraki-2024-91e7fc84f05c,stops_holding,127,17,13.4,110,0,0
chouliaraki-2024-91e7fc84f05c,uses,127,118,92.9,4,5,0
elcheroth-2017-78f0cccef5b9,about,120,120,100.0,0,0,0
elcheroth-2017-78f0cccef5b9,arguing_against,120,111,92.5,2,7,0
elcheroth-2017-78f0cccef5b9,assumes,120,107,89.2,13,0,0
elcheroth-2017-78f0cccef5b9,citations,120,98,81.7,5,17,0
elcheroth-2017-78f0cccef5b9,claim,120,118,98.3,2,0,0
elcheroth-2017-78f0cccef5b9,comparison,120,115,95.8,5,0,0
elcheroth-2017-78f0cccef5b9,concedes,120,112,93.3,8,0,0
elcheroth-2017-78f0cccef5b9,defines,120,45,37.5,7,68,0
elcheroth-2017-78f0cccef5b9,evidence,120,109,90.8,11,0,0
elcheroth-2017-78f0cccef5b9,mechanism,120,111,92.5,9,0,0
elcheroth-2017-78f0cccef5b9,move,120,119,99.2,1,0,0
elcheroth-2017-78f0cccef5b9,names,120,119,99.2,0,1,0
elcheroth-2017-78f0cccef5b9,position,120,117,97.5,3,0,0
elcheroth-2017-78f0cccef5b9,position_of,120,97,80.8,23,0,0
elcheroth-2017-78f0cccef5b9,ranges_over,120,117,97.5,3,0,0
elcheroth-2017-78f0cccef5b9,stops_holding,120,35,29.2,85,0,0
elcheroth-2017-78f0cccef5b9,uses,120,119,99.2,0,1,0
gellner-1981-a8b0206cb566,about,268,266,99.3,2,0,0
gellner-1981-a8b0206cb566,arguing_against,268,200,74.6,17,51,0
gellner-1981-a8b0206cb566,assumes,268,230,85.8,38,0,0
gellner-1981-a8b0206cb566,citations,268,193,72.0,10,65,0
gellner-1981-a8b0206cb566,claim,268,260,97.0,8,0,0
gellner-1981-a8b0206cb566,comparison,268,234,87.3,34,0,0
gellner-1981-a8b0206cb566,concedes,268,242,90.3,26,0,0
gellner-1981-a8b0206cb566,defines,268,120,44.8,12,136,0
gellner-1981-a8b0206cb566,evidence,268,223,83.2,45,0,0
gellner-1981-a8b0206cb566,mechanism,268,229,85.4,39,0,0
gellner-1981-a8b0206cb566,move,268,263,98.1,5,0,0
gellner-1981-a8b0206cb566,names,268,265,98.9,0,3,0
gellner-1981-a8b0206cb566,position,268,242,90.3,26,0,0
gellner-1981-a8b0206cb566,position_of,268,190,70.9,78,0,0
gellner-1981-a8b0206cb566,ranges_over,268,260,97.0,8,0,0
gellner-1981-a8b0206cb566,stops_holding,268,119,44.4,149,0,0
gellner-1981-a8b0206cb566,uses,268,265,98.9,0,3,0
gelvin-1998-f7e1df5f9b1d,about,191,191,100.0,0,0,0
gelvin-1998-f7e1df5f9b1d,arguing_against,191,116,60.7,10,65,0
gelvin-1998-f7e1df5f9b1d,assumes,191,156,81.7,35,0,0
gelvin-1998-f7e1df5f9b1d,citations,191,172,90.1,8,11,0
gelvin-1998-f7e1df5f9b1d,claim,191,189,99.0,2,0,0
gelvin-1998-f7e1df5f9b1d,comparison,191,168,88.0,23,0,0
gelvin-1998-f7e1df5f9b1d,concedes,191,164,85.9,27,0,0
gelvin-1998-f7e1df5f9b1d,defines,191,67,35.1,11,113,0
gelvin-1998-f7e1df5f9b1d,evidence,191,177,92.7,14,0,0
gelvin-1998-f7e1df5f9b1d,mechanism,191,174,91.1,17,0,0
gelvin-1998-f7e1df5f9b1d,move,191,190,99.5,1,0,0
gelvin-1998-f7e1df5f9b1d,names,191,191,100.0,0,0,0
gelvin-1998-f7e1df5f9b1d,position,191,179,93.7,12,0,0
gelvin-1998-f7e1df5f9b1d,position_of,191,179,93.7,12,0,0
gelvin-1998-f7e1df5f9b1d,ranges_over,191,186,97.4,5,0,0
gelvin-1998-f7e1df5f9b1d,stops_holding,191,46,24.1,145,0,0
gelvin-1998-f7e1df5f9b1d,uses,191,189,99.0,0,2,0
gould-2003-abae3539cf15,about,109,109,100.0,0,0,0
gould-2003-abae3539cf15,arguing_against,109,89,81.7,0,20,0
gould-2003-abae3539cf15,assumes,109,108,99.1,1,0,0
gould-2003-abae3539cf15,citations,109,66,60.6,0,43,0
gould-2003-abae3539cf15,claim,109,108,99.1,1,0,0
gould-2003-abae3539cf15,comparison,109,103,94.5,6,0,0
gould-2003-abae3539cf15,concedes,109,96,88.1,13,0,0
gould-2003-abae3539cf15,defines,109,92,84.4,0,17,0
gould-2003-abae3539cf15,evidence,109,107,98.2,2,0,0
gould-2003-abae3539cf15,mechanism,109,98,89.9,11,0,0
gould-2003-abae3539cf15,move,109,107,98.2,2,0,0
gould-2003-abae3539cf15,names,109,106,97.2,0,3,0
gould-2003-abae3539cf15,position,109,99,90.8,10,0,0
gould-2003-abae3539cf15,position_of,109,102,93.6,7,0,0
gould-2003-abae3539cf15,ranges_over,109,97,89.0,12,0,0
gould-2003-abae3539cf15,stops_holding,109,41,37.6,68,0,0
gould-2003-abae3539cf15,uses,109,109,100.0,0,0,0
hall-2006-449559bfe4dc,about,232,232,100.0,0,0,0
hall-2006-449559bfe4dc,arguing_against,232,209,90.1,4,19,0
hall-2006-449559bfe4dc,assumes,232,193,83.2,39,0,0
hall-2006-449559bfe4dc,citations,232,214,92.2,4,14,0
hall-2006-449559bfe4dc,claim,232,231,99.6,1,0,0
hall-2006-449559bfe4dc,comparison,232,224,96.6,8,0,0
hall-2006-449559bfe4dc,concedes,232,223,96.1,9,0,0
hall-2006-449559bfe4dc,defines,232,143,61.6,12,77,0
hall-2006-449559bfe4dc,evidence,232,209,90.1,23,0,0
hall-2006-449559bfe4dc,mechanism,232,216,93.1,16,0,0
hall-2006-449559bfe4dc,move,232,231,99.6,1,0,0
hall-2006-449559bfe4dc,names,232,232,100.0,0,0,0
hall-2006-449559bfe4dc,position,232,226,97.4,6,0,0
hall-2006-449559bfe4dc,position_of,232,207,89.2,25,0,0
hall-2006-449559bfe4dc,ranges_over,232,230,99.1,2,0,0
hall-2006-449559bfe4dc,stops_holding,232,107,46.1,125,0,0
hall-2006-449559bfe4dc,uses,232,229,98.7,1,2,0
heydemann-2000-66701ffbb36c,about,366,345,94.3,5,0,16
heydemann-2000-66701ffbb36c,arguing_against,366,183,50.0,37,130,16
heydemann-2000-66701ffbb36c,assumes,366,246,67.2,104,0,16
heydemann-2000-66701ffbb36c,citations,366,264,72.1,15,71,16
heydemann-2000-66701ffbb36c,claim,366,332,90.7,18,0,16
heydemann-2000-66701ffbb36c,comparison,366,221,60.4,129,0,16
heydemann-2000-66701ffbb36c,concedes,366,221,60.4,129,0,16
heydemann-2000-66701ffbb36c,defines,366,88,24.0,22,240,16
heydemann-2000-66701ffbb36c,evidence,366,245,66.9,105,0,16
heydemann-2000-66701ffbb36c,mechanism,366,223,60.9,127,0,16
heydemann-2000-66701ffbb36c,move,366,342,93.4,8,0,16
heydemann-2000-66701ffbb36c,names,366,342,93.4,1,7,16
heydemann-2000-66701ffbb36c,position,366,262,71.6,88,0,16
heydemann-2000-66701ffbb36c,position_of,366,163,44.5,187,0,16
heydemann-2000-66701ffbb36c,ranges_over,366,296,80.9,54,0,16
heydemann-2000-66701ffbb36c,stops_holding,366,106,29.0,244,0,16
heydemann-2000-66701ffbb36c,uses,366,339,92.6,6,5,16
heydemann-2004-72a4a9a9b3b0,about,208,206,99.0,2,0,0
heydemann-2004-72a4a9a9b3b0,arguing_against,208,153,73.6,16,39,0
heydemann-2004-72a4a9a9b3b0,assumes,208,169,81.2,39,0,0
heydemann-2004-72a4a9a9b3b0,citations,208,170,81.7,11,27,0
heydemann-2004-72a4a9a9b3b0,claim,208,198,95.2,10,0,0
heydemann-2004-72a4a9a9b3b0,comparison,208,172,82.7,36,0,0
heydemann-2004-72a4a9a9b3b0,concedes,208,170,81.7,38,0,0
heydemann-2004-72a4a9a9b3b0,defines,208,81,38.9,10,117,0
heydemann-2004-72a4a9a9b3b0,evidence,208,178,85.6,30,0,0
heydemann-2004-72a4a9a9b3b0,mechanism,208,178,85.6,30,0,0
heydemann-2004-72a4a9a9b3b0,move,208,203,97.6,5,0,0
heydemann-2004-72a4a9a9b3b0,names,208,207,99.5,0,1,0
heydemann-2004-72a4a9a9b3b0,position,208,179,86.1,29,0,0
heydemann-2004-72a4a9a9b3b0,position_of,208,146,70.2,62,0,0
heydemann-2004-72a4a9a9b3b0,ranges_over,208,196,94.2,12,0,0
heydemann-2004-72a4a9a9b3b0,stops_holding,208,59,28.4,149,0,0
heydemann-2004-72a4a9a9b3b0,uses,208,199,95.7,1,8,0
hinnebusch-1990-ac29981e616e,about,228,228,100.0,0,0,0
hinnebusch-1990-ac29981e616e,arguing_against,228,159,69.7,2,67,0
hinnebusch-1990-ac29981e616e,assumes,228,201,88.2,27,0,0
hinnebusch-1990-ac29981e616e,citations,228,176,77.2,9,43,0
hinnebusch-1990-ac29981e616e,claim,228,228,100.0,0,0,0
hinnebusch-1990-ac29981e616e,comparison,228,215,94.3,13,0,0
hinnebusch-1990-ac29981e616e,concedes,228,219,96.1,9,0,0
hinnebusch-1990-ac29981e616e,defines,228,80,35.1,13,135,0
hinnebusch-1990-ac29981e616e,evidence,228,216,94.7,12,0,0
hinnebusch-1990-ac29981e616e,mechanism,228,225,98.7,3,0,0
hinnebusch-1990-ac29981e616e,move,228,228,100.0,0,0,0
hinnebusch-1990-ac29981e616e,names,228,228,100.0,0,0,0
hinnebusch-1990-ac29981e616e,position,228,226,99.1,2,0,0
hinnebusch-1990-ac29981e616e,position_of,228,226,99.1,2,0,0
hinnebusch-1990-ac29981e616e,ranges_over,228,227,99.6,1,0,0
hinnebusch-1990-ac29981e616e,stops_holding,228,128,56.1,100,0,0
hinnebusch-1990-ac29981e616e,uses,228,228,100.0,0,0,0
jackson-1990-7eb3f39a639f,about,132,132,100.0,0,0,0
jackson-1990-7eb3f39a639f,arguing_against,132,111,84.1,2,19,0
jackson-1990-7eb3f39a639f,assumes,132,114,86.4,18,0,0
jackson-1990-7eb3f39a639f,citations,132,111,84.1,4,17,0
jackson-1990-7eb3f39a639f,claim,132,130,98.5,2,0,0
jackson-1990-7eb3f39a639f,comparison,132,118,89.4,14,0,0
jackson-1990-7eb3f39a639f,concedes,132,122,92.4,10,0,0
jackson-1990-7eb3f39a639f,defines,132,76,57.6,4,52,0
jackson-1990-7eb3f39a639f,evidence,132,110,83.3,22,0,0
jackson-1990-7eb3f39a639f,mechanism,132,115,87.1,17,0,0
jackson-1990-7eb3f39a639f,move,132,132,100.0,0,0,0
jackson-1990-7eb3f39a639f,names,132,131,99.2,0,1,0
jackson-1990-7eb3f39a639f,position,132,120,90.9,12,0,0
jackson-1990-7eb3f39a639f,position_of,132,103,78.0,29,0,0
jackson-1990-7eb3f39a639f,ranges_over,132,122,92.4,10,0,0
jackson-1990-7eb3f39a639f,stops_holding,132,60,45.5,72,0,0
jackson-1990-7eb3f39a639f,uses,132,131,99.2,0,1,0
kalyvas-2006-0b5817b2642e,about,335,335,100.0,0,0,0
kalyvas-2006-0b5817b2642e,arguing_against,335,241,71.9,20,74,0
kalyvas-2006-0b5817b2642e,assumes,335,244,72.8,91,0,0
kalyvas-2006-0b5817b2642e,citations,335,299,89.3,12,24,0
kalyvas-2006-0b5817b2642e,claim,335,329,98.2,6,0,0
kalyvas-2006-0b5817b2642e,comparison,335,269,80.3,66,0,0
kalyvas-2006-0b5817b2642e,concedes,335,259,77.3,76,0,0
kalyvas-2006-0b5817b2642e,defines,335,124,37.0,15,196,0
kalyvas-2006-0b5817b2642e,evidence,335,277,82.7,58,0,0
kalyvas-2006-0b5817b2642e,mechanism,335,271,80.9,64,0,0
kalyvas-2006-0b5817b2642e,move,335,335,100.0,0,0,0
kalyvas-2006-0b5817b2642e,names,335,335,100.0,0,0,0
kalyvas-2006-0b5817b2642e,position,335,290,86.6,45,0,0
kalyvas-2006-0b5817b2642e,position_of,335,259,77.3,76,0,0
kalyvas-2006-0b5817b2642e,ranges_over,335,317,94.6,18,0,0
kalyvas-2006-0b5817b2642e,stops_holding,335,100,29.9,235,0,0
kalyvas-2006-0b5817b2642e,uses,335,326,97.3,1,8,0
kandiah-2018-454c87b22e16,about,29,29,100.0,0,0,0
kandiah-2018-454c87b22e16,arguing_against,29,13,44.8,2,14,0
kandiah-2018-454c87b22e16,assumes,29,24,82.8,5,0,0
kandiah-2018-454c87b22e16,citations,29,26,89.7,0,3,0
kandiah-2018-454c87b22e16,claim,29,29,100.0,0,0,0
kandiah-2018-454c87b22e16,comparison,29,26,89.7,3,0,0
kandiah-2018-454c87b22e16,concedes,29,26,89.7,3,0,0
kandiah-2018-454c87b22e16,defines,29,6,20.7,2,21,0
kandiah-2018-454c87b22e16,evidence,29,26,89.7,3,0,0
kandiah-2018-454c87b22e16,mechanism,29,27,93.1,2,0,0
kandiah-2018-454c87b22e16,move,29,29,100.0,0,0,0
kandiah-2018-454c87b22e16,names,29,29,100.0,0,0,0
kandiah-2018-454c87b22e16,position,29,28,96.6,1,0,0
kandiah-2018-454c87b22e16,position_of,29,22,75.9,7,0,0
kandiah-2018-454c87b22e16,ranges_over,29,27,93.1,2,0,0
kandiah-2018-454c87b22e16,stops_holding,29,9,31.0,20,0,0
kandiah-2018-454c87b22e16,uses,29,29,100.0,0,0,0
kao-2025-ab19e646ab7d,about,183,180,98.4,2,1,0
kao-2025-ab19e646ab7d,arguing_against,183,94,51.4,15,74,0
kao-2025-ab19e646ab7d,assumes,183,122,66.7,61,0,0
kao-2025-ab19e646ab7d,citations,183,133,72.7,9,41,0
kao-2025-ab19e646ab7d,claim,183,171,93.4,12,0,0
kao-2025-ab19e646ab7d,comparison,183,127,69.4,56,0,0
kao-2025-ab19e646ab7d,concedes,183,125,68.3,58,0,0
kao-2025-ab19e646ab7d,defines,183,53,29.0,9,121,0
kao-2025-ab19e646ab7d,evidence,183,145,79.2,38,0,0
kao-2025-ab19e646ab7d,mechanism,183,116,63.4,67,0,0
kao-2025-ab19e646ab7d,move,183,179,97.8,4,0,0
kao-2025-ab19e646ab7d,names,183,183,100.0,0,0,0
kao-2025-ab19e646ab7d,position,183,134,73.2,49,0,0
kao-2025-ab19e646ab7d,position_of,183,99,54.1,84,0,0
kao-2025-ab19e646ab7d,ranges_over,183,159,86.9,24,0,0
kao-2025-ab19e646ab7d,stops_holding,183,49,26.8,134,0,0
kao-2025-ab19e646ab7d,uses,183,179,97.8,2,2,0
malesevic-2007-323a2518e61b,about,150,150,100.0,0,0,0
malesevic-2007-323a2518e61b,arguing_against,150,138,92.0,3,9,0
malesevic-2007-323a2518e61b,assumes,150,128,85.3,22,0,0
malesevic-2007-323a2518e61b,citations,150,142,94.7,3,5,0
malesevic-2007-323a2518e61b,claim,150,149,99.3,1,0,0
malesevic-2007-323a2518e61b,comparison,150,145,96.7,5,0,0
malesevic-2007-323a2518e61b,concedes,150,146,97.3,4,0,0
malesevic-2007-323a2518e61b,defines,150,99,66.0,9,42,0
malesevic-2007-323a2518e61b,evidence,150,139,92.7,11,0,0
malesevic-2007-323a2518e61b,mechanism,150,145,96.7,5,0,0
malesevic-2007-323a2518e61b,move,150,150,100.0,0,0,0
malesevic-2007-323a2518e61b,names,150,150,100.0,0,0,0
malesevic-2007-323a2518e61b,position,150,147,98.0,3,0,0
malesevic-2007-323a2518e61b,position_of,150,137,91.3,13,0,0
malesevic-2007-323a2518e61b,ranges_over,150,146,97.3,4,0,0
malesevic-2007-323a2518e61b,stops_holding,150,84,56.0,66,0,0
malesevic-2007-323a2518e61b,uses,150,150,100.0,0,0,0
malesevic-2010-fd2cbe41384f,about,194,191,98.5,3,0,0
malesevic-2010-fd2cbe41384f,arguing_against,194,178,91.8,6,10,0
malesevic-2010-fd2cbe41384f,assumes,194,161,83.0,33,0,0
malesevic-2010-fd2cbe41384f,citations,194,171,88.1,6,17,0
malesevic-2010-fd2cbe41384f,claim,194,190,97.9,4,0,0
malesevic-2010-fd2cbe41384f,comparison,194,183,94.3,11,0,0
malesevic-2010-fd2cbe41384f,concedes,194,182,93.8,12,0,0
malesevic-2010-fd2cbe41384f,defines,194,109,56.2,14,71,0
malesevic-2010-fd2cbe41384f,evidence,194,173,89.2,21,0,0
malesevic-2010-fd2cbe41384f,mechanism,194,179,92.3,15,0,0
malesevic-2010-fd2cbe41384f,move,194,190,97.9,4,0,0
malesevic-2010-fd2cbe41384f,names,194,190,97.9,3,1,0
malesevic-2010-fd2cbe41384f,position,194,188,96.9,6,0,0
malesevic-2010-fd2cbe41384f,position_of,194,169,87.1,25,0,0
malesevic-2010-fd2cbe41384f,ranges_over,194,188,96.9,6,0,0
malesevic-2010-fd2cbe41384f,stops_holding,194,85,43.8,109,0,0
malesevic-2010-fd2cbe41384f,uses,194,189,97.4,3,2,0
malesevic-2013-5d3ec1809b12,about,214,214,100.0,0,0,0
malesevic-2013-5d3ec1809b12,arguing_against,214,188,87.9,10,16,0
malesevic-2013-5d3ec1809b12,assumes,214,195,91.1,19,0,0
malesevic-2013-5d3ec1809b12,citations,214,179,83.6,6,29,0
malesevic-2013-5d3ec1809b12,claim,214,214,100.0,0,0,0
malesevic-2013-5d3ec1809b12,comparison,214,199,93.0,15,0,0
malesevic-2013-5d3ec1809b12,concedes,214,186,86.9,28,0,0
malesevic-2013-5d3ec1809b12,defines,214,56,26.2,13,145,0
malesevic-2013-5d3ec1809b12,evidence,214,188,87.9,26,0,0
malesevic-2013-5d3ec1809b12,mechanism,214,196,91.6,18,0,0
malesevic-2013-5d3ec1809b12,move,214,214,100.0,0,0,0
malesevic-2013-5d3ec1809b12,names,214,213,99.5,0,1,0
malesevic-2013-5d3ec1809b12,position,214,208,97.2,6,0,0
malesevic-2013-5d3ec1809b12,position_of,214,173,80.8,41,0,0
malesevic-2013-5d3ec1809b12,ranges_over,214,213,99.5,1,0,0
malesevic-2013-5d3ec1809b12,stops_holding,214,47,22.0,167,0,0
malesevic-2013-5d3ec1809b12,uses,214,214,100.0,0,0,0
malesevic-2026-4faeb528594d,about,19,19,100.0,0,0,0
malesevic-2026-4faeb528594d,arguing_against,19,13,68.4,0,6,0
malesevic-2026-4faeb528594d,assumes,19,14,73.7,5,0,0
malesevic-2026-4faeb528594d,citations,19,15,78.9,2,2,0
malesevic-2026-4faeb528594d,claim,19,19,100.0,0,0,0
malesevic-2026-4faeb528594d,comparison,19,16,84.2,3,0,0
malesevic-2026-4faeb528594d,concedes,19,17,89.5,2,0,0
malesevic-2026-4faeb528594d,defines,19,3,15.8,0,16,0
malesevic-2026-4faeb528594d,evidence,19,15,78.9,4,0,0
malesevic-2026-4faeb528594d,mechanism,19,17,89.5,2,0,0
malesevic-2026-4faeb528594d,move,19,18,94.7,1,0,0
malesevic-2026-4faeb528594d,names,19,18,94.7,0,1,0
malesevic-2026-4faeb528594d,position,19,18,94.7,1,0,0
malesevic-2026-4faeb528594d,position_of,19,16,84.2,3,0,0
malesevic-2026-4faeb528594d,ranges_over,19,18,94.7,1,0,0
malesevic-2026-4faeb528594d,stops_holding,19,4,21.1,15,0,0
malesevic-2026-4faeb528594d,uses,19,19,100.0,0,0,0
mann-v1-2012-5f90ead66c93,about,349,349,100.0,0,0,0
mann-v1-2012-5f90ead66c93,arguing_against,349,313,89.7,5,31,0
mann-v1-2012-5f90ead66c93,assumes,349,311,89.1,38,0,0
mann-v1-2012-5f90ead66c93,citations,349,319,91.4,7,23,0
mann-v1-2012-5f90ead66c93,claim,349,349,100.0,0,0,0
mann-v1-2012-5f90ead66c93,comparison,349,344,98.6,5,0,0
mann-v1-2012-5f90ead66c93,concedes,349,345,98.9,4,0,0
mann-v1-2012-5f90ead66c93,defines,349,223,63.9,18,108,0
mann-v1-2012-5f90ead66c93,evidence,349,339,97.1,10,0,0
